URL,ページ,コード,納付先,納付金額（法人税）,納付金額（地方法人税）,納付金額（合計） 
\\Sv05121a\e\電子ファイル\メッセージボックス\TEST\el\109_有限会社 シラカワ_納付情報登録依頼_20220214 210452.pdf,2ページ,109,西条税務署,"159,500円","16,500円","176,000円" 
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\325_有限会社 佐々木弘工務店\325_有限会社 佐々木弘工務店_消費税及び地方消費税の確定申告について_20220317 124856.pdf,2ページ,325
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\339_有限会社 シャイニー\339_有限会社 シャイニー_法人税及び地方法人税の確定申告について_20220317 114104.pdf,1ページ,339
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\339_有限会社 シャイニー\339_有限会社 シャイニー_消費税及び地方消費税の確定申告について_20220317 124906.pdf,1ページ,339
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\339_有限会社 シャイニー\339_有限会社 シャイニー_消費税及び地方消費税の確定申告について_20220317 124906.pdf,2ページ,339
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\341_有限会社 ライジングテック\341_有限会社 ライジングテック_消費税及び地方消費税の中間申告について_20220301 122817.pdf,2ページ,341
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\349_有限会社 武田建工\349_有限会社 武田建工_消費税及び地方消費税の中間申告について_20220301 122721.pdf,2ページ,349
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\351_カーフレンド・グローブ 株式会社\351_カーフレンド・グローブ 株式会社_法人税及び地方法人税の確定申告について_20220317 114058.pdf,1ページ,351
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\351_カーフレンド・グローブ 株式会社\351_カーフレンド・グローブ 株式会社_消費税及び地方消費税の確定申告について_20220317 124916.pdf,1ページ,351
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\351_カーフレンド・グローブ 株式会社\351_カーフレンド・グローブ 株式会社_消費税及び地方消費税の確定申告について_20220317 124916.pdf,2ページ,351
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\371_株式会社 アクアメディカル\371_株式会社 アクアメディカル_消費税及び地方消費税の中間申告について_20220301 122849.pdf,2ページ,371
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\372_ラフ株式会社\372_ラフ株式会社_法人税及び地方法人税の確定申告について_20220317 114014.pdf,1ページ,372
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\376_株式会社 ライブス\376_株式会社 ライブス_消費税及び地方消費税の中間申告について_20220301 123001.pdf,2ページ,376
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\377_徳広商事 株式会社\377_徳広商事 株式会社_内国法人の確定申告(青色)_20220330 202241.pdf,2ページ,377
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\377_徳広商事 株式会社\377_徳広商事 株式会社_消費税及び地方消費税申告(簡易課税・法人)_20220330 202314.pdf,2ページ,377
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\377_徳広商事 株式会社\377_徳広商事 株式会社_納付情報登録依頼_20220330 202314.pdf,2ページ,377
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\4001_有限会社 総合保険サービス\4001_有限会社 総合保険サービス_消費税及び地方消費税の中間申告について_20220301 122856.pdf,2ページ,4001
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\401_株式会社 燁\401_株式会社 燁_法人税及び地方法人税の確定申告について_20220317 114144.pdf,1ページ,401
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\406_株式会社 信輝\406_株式会社 信輝_消費税及び地方消費税の中間申告について_20220301 122802.pdf,2ページ,406
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\409_有限会社 プルミエール\409_有限会社 プルミエール_消費税及び地方消費税の中間申告について_20220301 122716.pdf,2ページ,409
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\422_有限会社 クレヨン\422_有限会社 クレヨン_法人税及び地方法人税の確定申告について_20220317 114051.pdf,1ページ,422
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\422_有限会社 クレヨン\422_有限会社 クレヨン_消費税及び地方消費税の確定申告について_20220317 124916.pdf,1ページ,422
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\422_有限会社 クレヨン\422_有限会社 クレヨン_消費税及び地方消費税の確定申告について_20220317 124916.pdf,2ページ,422
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\425_株式会社 サンキョウ\425_株式会社 サンキョウ_法人税及び地方法人税の確定申告について_20220317 114044.pdf,1ページ,425
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\425_株式会社 サンキョウ\425_株式会社 サンキョウ_消費税及び地方消費税の確定申告について_20220317 124916.pdf,1ページ,425
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\425_株式会社 サンキョウ\425_株式会社 サンキョウ_消費税及び地方消費税の確定申告について_20220317 124916.pdf,2ページ,425
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\446_株式会社 眞電\446_株式会社 眞電_消費税及び地方消費税の中間申告について_20220301 122801.pdf,2ページ,446
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\452_有限会社 エフコピー\452_有限会社 エフコピー_法人税及び地方法人税の確定申告について_20220317 114016.pdf,1ページ,452
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\458_第一システム 株式会社\458_第一システム 株式会社_給与所得・退職所得等の所得税徴収高計算書(一般)_20220307 090128.pdf,2ページ,458
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\470_有限会社 三村建設\470_有限会社 三村建設_消費税及び地方消費税の中間申告について_20220301 122823.pdf,2ページ,470
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\501_有限会社 大翔\501_有限会社 大翔_消費税及び地方消費税の中間申告について_20220301 122851.pdf,2ページ,501
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\503_株式会社 たはら\503_株式会社 たはら_法人税及び地方法人税の確定申告について_20220317 114020.pdf,1ページ,503
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\503_株式会社 たはら\503_株式会社 たはら_消費税及び地方消費税の確定申告について_20220317 124900.pdf,1ページ,503
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\503_株式会社 たはら\503_株式会社 たはら_消費税及び地方消費税の確定申告について_20220317 124900.pdf,2ページ,503
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\505_株式会社 とき\505_株式会社 とき_法人税及び地方法人税の確定申告について_20220317 114021.pdf,1ページ,505
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\505_株式会社 とき\505_株式会社 とき_消費税及び地方消費税の確定申告について_20220317 124901.pdf,1ページ,505
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\505_株式会社 とき\505_株式会社 とき_消費税及び地方消費税の確定申告について_20220317 124901.pdf,2ページ,505
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\516_医療法人香和会 ちえ内科クリニック\516_医療法人香和会 ちえ内科クリニック_消費税及び地方消費税の中間申告について_20220301 122835.pdf,2ページ,516
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\523_医療法人しみずハート内科クリニック\523_医療法人しみずハート内科クリニック_法人税及び地方法人税の確定申告について_20220317 114105.pdf,1ページ,523
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\529_株式会社 Ｌａｕｇｈ\529_株式会社 Ｌａｕｇｈ_内国法人の確定申告(青色)_20220331 192239.pdf,2ページ,529
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\529_株式会社 Ｌａｕｇｈ\529_株式会社 Ｌａｕｇｈ_消費税及び地方消費税申告(一般・法人)_20220331 195128.pdf,2ページ,529
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\529_株式会社 Ｌａｕｇｈ\529_株式会社 Ｌａｕｇｈ_納付情報登録依頼_20220331 195128.pdf,2ページ,529
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\535_株式会社 ＦＬＥＸ＆ＣＯ．\535_株式会社 ＦＬＥＸ＆ＣＯ．_法人税及び地方法人税の確定申告について_20220317 114058.pdf,1ページ,535
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\535_株式会社 ＦＬＥＸ＆ＣＯ．\535_株式会社 ＦＬＥＸ＆ＣＯ．_消費税及び地方消費税の確定申告について_20220317 124955.pdf,1ページ,535
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\535_株式会社 ＦＬＥＸ＆ＣＯ．\535_株式会社 ＦＬＥＸ＆ＣＯ．_消費税及び地方消費税の確定申告について_20220317 124955.pdf,2ページ,535
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\543_有限会社 紅葉堂\543_有限会社 紅葉堂_消費税及び地方消費税の中間申告について_20220301 122823.pdf,2ページ,543
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\561_株式会社 匠ＪＡＰＡＮ\561_株式会社 匠ＪＡＰＡＮ_法人税及び地方法人税の確定申告について_20220317 114023.pdf,1ページ,561
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\561_株式会社 匠ＪＡＰＡＮ\561_株式会社 匠ＪＡＰＡＮ_消費税及び地方消費税の確定申告について_20220317 124850.pdf,1ページ,561
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\561_株式会社 匠ＪＡＰＡＮ\561_株式会社 匠ＪＡＰＡＮ_消費税及び地方消費税の確定申告について_20220317 124850.pdf,2ページ,561
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\573_有限会社 デンスケ\573_有限会社 デンスケ_消費税及び地方消費税の中間申告について_20220301 122733.pdf,2ページ,573
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\579_株式会社 優侑ミート\579_株式会社 優侑ミート_法人税及び地方法人税の確定申告について_20220317 114018.pdf,1ページ,579
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\579_株式会社 優侑ミート\579_株式会社 優侑ミート_消費税及び地方消費税の確定申告について_20220317 125245.pdf,1ページ,579
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\579_株式会社 優侑ミート\579_株式会社 優侑ミート_消費税及び地方消費税の確定申告について_20220317 125245.pdf,2ページ,579
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\581_大気テクノ 株式会社\581_大気テクノ 株式会社_消費税及び地方消費税の中間申告について_20220301 122803.pdf,2ページ,581
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\581_大気テクノ 株式会社\581_大気テクノ 株式会社_給与所得・退職所得等の所得税徴収高計算書(一般)_20220304 165013.pdf,2ページ,581
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\593_株式会社 大丸商事\593_株式会社 大丸商事_消費税及び地方消費税の中間申告について_20220301 122732.pdf,2ページ,593
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\612_株式会社 環境開発ホールディングス\612_株式会社 環境開発ホールディングス_給与所得・退職所得等の所得税徴収高計算書(一般)_20220302 142631.pdf,2ページ,612
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\613_株式会社 フィット\613_株式会社 フィット_消費税及び地方消費税の中間申告について_20220301 122735.pdf,2ページ,613
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\620_小田産業 株式会社\620_小田産業 株式会社_法人税及び地方法人税の確定申告について_20220317 114103.pdf,1ページ,620
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\620_小田産業 株式会社\620_小田産業 株式会社_消費税及び地方消費税の確定申告について_20220317 124931.pdf,1ページ,620
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\620_小田産業 株式会社\620_小田産業 株式会社_消費税及び地方消費税の確定申告について_20220317 124931.pdf,2ページ,620
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\621_株式会社 花田写真事務所\621_株式会社 花田写真事務所_法人税及び地方法人税の確定申告について_20220317 114031.pdf,1ページ,621
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\621_株式会社 花田写真事務所\621_株式会社 花田写真事務所_消費税及び地方消費税の確定申告について_20220317 124904.pdf,1ページ,621
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\621_株式会社 花田写真事務所\621_株式会社 花田写真事務所_消費税及び地方消費税の確定申告について_20220317 124904.pdf,2ページ,621
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\622_株式会社 食団四季\622_株式会社 食団四季_法人税及び地方法人税の確定申告について_20220317 114025.pdf,1ページ,622
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\622_株式会社 食団四季\622_株式会社 食団四季_消費税及び地方消費税の確定申告について_20220317 124852.pdf,1ページ,622
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\622_株式会社 食団四季\622_株式会社 食団四季_消費税及び地方消費税の確定申告について_20220317 124852.pdf,2ページ,622
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\633_株式会社 エイチワイトラスト\633_株式会社 エイチワイトラスト_消費税及び地方消費税の中間申告について_20220301 122658.pdf,2ページ,633
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\648_株式会社 ＫＳＧ\648_株式会社 ＫＳＧ_消費税及び地方消費税の中間申告について_20220301 122700.pdf,2ページ,648
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\698_株式会社 ネクストアースコーポレーション\698_株式会社 ネクストアースコーポレーション_内国法人の確定申告(青色)_20220331 172741.pdf,2ページ,698
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\698_株式会社 ネクストアースコーポレーション\698_株式会社 ネクストアースコーポレーション_消費税及び地方消費税申告(一般・法人)_20220331 172812.pdf,2ページ,698
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\698_株式会社 ネクストアースコーポレーション\698_株式会社 ネクストアースコーポレーション_納付情報登録依頼_20220331 172812.pdf,2ページ,698
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\700_有限会社 和興空調\700_有限会社 和興空調_消費税及び地方消費税の中間申告について_20220301 122754.pdf,2ページ,700
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\702_有限会社 ケアネット広島\702_有限会社 ケアネット広島_消費税及び地方消費税の中間申告について_20220301 122855.pdf,2ページ,702
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\726_株式会社 チウラ\726_株式会社 チウラ_法人税及び地方法人税の確定申告について_20220317 114055.pdf,1ページ,726
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\726_株式会社 チウラ\726_株式会社 チウラ_消費税及び地方消費税の確定申告について_20220317 124949.pdf,1ページ,726
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\726_株式会社 チウラ\726_株式会社 チウラ_消費税及び地方消費税の確定申告について_20220317 124949.pdf,2ページ,726
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\72_有限会社 トチギ\72_有限会社 トチギ_消費税及び地方消費税の中間申告について_20220301 122744.pdf,2ページ,72
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\756_曽里舗装 株式会社\756_曽里舗装 株式会社_法人税及び地方法人税の確定申告について_20220317 114102.pdf,1ページ,756
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\756_曽里舗装 株式会社\756_曽里舗装 株式会社_消費税及び地方消費税の確定申告について_20220317 125309.pdf,1ページ,756
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\756_曽里舗装 株式会社\756_曽里舗装 株式会社_消費税及び地方消費税の確定申告について_20220317 125309.pdf,2ページ,756
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\770_株式会社 菅野工業\770_株式会社 菅野工業_消費税及び地方消費税の中間申告について_20220301 122701.pdf,2ページ,770
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\77_吉加工業 株式会社\77_吉加工業 株式会社_消費税及び地方消費税の中間申告について_20220301 122823.pdf,2ページ,77
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\784_長船海産 株式会社\784_長船海産 株式会社_内国法人の確定申告(青色)_20220329 103030.pdf,2ページ,784
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\784_長船海産 株式会社\784_長船海産 株式会社_消費税及び地方消費税申告(一般・法人)_20220329 103048.pdf,2ページ,784
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\784_長船海産 株式会社\784_長船海産 株式会社_納付情報登録依頼_20220329 103048.pdf,2ページ,784
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\786_エヌ・エス・コーポレーション 株式会社\786_エヌ・エス・コーポレーション 株式会社_法人税及び地方法人税の確定申告について_20220317 114050.pdf,1ページ,786
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\786_エヌ・エス・コーポレーション 株式会社\786_エヌ・エス・コーポレーション 株式会社_消費税及び地方消費税の確定申告について_20220317 124915.pdf,1ページ,786
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\786_エヌ・エス・コーポレーション 株式会社\786_エヌ・エス・コーポレーション 株式会社_消費税及び地方消費税の確定申告について_20220317 124915.pdf,2ページ,786
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\824_株式会社３Ｒ\824_株式会社３Ｒ_法人税及び地方法人税の確定申告について_20220317 114041.pdf,1ページ,824
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\824_株式会社３Ｒ\824_株式会社３Ｒ_消費税及び地方消費税の確定申告について_20220317 125254.pdf,1ページ,824
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\824_株式会社３Ｒ\824_株式会社３Ｒ_消費税及び地方消費税の確定申告について_20220317 125254.pdf,2ページ,824
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\826_有限会社 金子正史建工\826_有限会社 金子正史建工_法人税及び地方法人税の確定申告について_20220317 114222.pdf,1ページ,826
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\826_有限会社 金子正史建工\826_有限会社 金子正史建工_消費税及び地方消費税の確定申告について_20220317 125108.pdf,1ページ,826
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\826_有限会社 金子正史建工\826_有限会社 金子正史建工_消費税及び地方消費税の確定申告について_20220317 125108.pdf,2ページ,826
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\830_株式会社 警研社\830_株式会社 警研社_消費税及び地方消費税の中間申告について_20220301 122937.pdf,2ページ,830
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\838_一般財団法人 広島県集団検診協会\838_一般財団法人 広島県集団検診協会_消費税及び地方消費税の中間申告について_20220301 122802.pdf,2ページ,838
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\852_株式会社 真尚興業\852_株式会社 真尚興業_法人税及び地方法人税の確定申告について_20220317 114032.pdf,1ページ,852
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\852_株式会社 真尚興業\852_株式会社 真尚興業_消費税及び地方消費税の確定申告について_20220317 125240.pdf,1ページ,852
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\852_株式会社 真尚興業\852_株式会社 真尚興業_消費税及び地方消費税の確定申告について_20220317 125240.pdf,2ページ,852
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\853_アイティープラス 株式会社\853_アイティープラス 株式会社_法人税及び地方法人税の確定申告について_20220317 114003.pdf,1ページ,853
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\853_アイティープラス 株式会社\853_アイティープラス 株式会社_消費税及び地方消費税の確定申告について_20220317 124839.pdf,1ページ,853
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\853_アイティープラス 株式会社\853_アイティープラス 株式会社_消費税及び地方消費税の確定申告について_20220317 124839.pdf,2ページ,853
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\861_明和工業 有限会社\861_明和工業 有限会社_給与所得・退職所得等の所得税徴収高計算書(一般)_20220324 133836.pdf,2ページ,861
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\863_株式会社 夢進\863_株式会社 夢進_法人税及び地方法人税の確定申告について_20220317 114028.pdf,1ページ,863
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\863_株式会社 夢進\863_株式会社 夢進_消費税及び地方消費税の確定申告について_20220317 124913.pdf,1ページ,863
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\863_株式会社 夢進\863_株式会社 夢進_消費税及び地方消費税の確定申告について_20220317 124913.pdf,2ページ,863
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\870_株式会社 与壱\870_株式会社 与壱_消費税及び地方消費税の中間申告について_20220301 122730.pdf,2ページ,870
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\871_株式会社 Ｌｕｐｉｎｕｓ\871_株式会社 Ｌｕｐｉｎｕｓ_消費税及び地方消費税の中間申告について_20220301 122730.pdf,2ページ,871
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\875_株式会社 Ｃａｓｔ ｈａｉｒ ｄｏｌｌ\875_株式会社 Ｃａｓｔ ｈａｉｒ ｄｏｌｌ_消費税及び地方消費税の中間申告について_20220301 122927.pdf,2ページ,875
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\876_有限会社 ＣＡＲＥ\876_有限会社 ＣＡＲＥ_消費税及び地方消費税の中間申告について_20220301 122848.pdf,2ページ,876
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\9192_Ｂｅｌｉｎｄａ ｈａｉｒ ｄｅｓｉｇｎ\9192_Ｂｅｌｉｎｄａ ｈａｉｒ ｄｅｓｉｇｎ_所得税及び復興特別所得税申告_20220310 104241.pdf,2ページ,9192
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\920_株式会社 ファストリメイク\920_株式会社 ファストリメイク_法人税及び地方法人税の確定申告について_20220317 114113.pdf,1ページ,920
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\920_株式会社 ファストリメイク\920_株式会社 ファストリメイク_消費税及び地方消費税の確定申告について_20220317 124914.pdf,1ページ,920
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\920_株式会社 ファストリメイク\920_株式会社 ファストリメイク_消費税及び地方消費税の確定申告について_20220317 124914.pdf,2ページ,920
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\921_ＧｉＦＴ株式会社\921_ＧｉＦＴ株式会社_法人税及び地方法人税の確定申告について_20220317 114019.pdf,1ページ,921
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\924_株式会社 プロシード\924_株式会社 プロシード_法人税及び地方法人税の確定申告について_20220317 114015.pdf,1ページ,924
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\9295_広島やきとり酒場\9295_広島やきとり酒場_消費税及び地方消費税申告(簡易課税・個人)_20220310 143706.pdf,2ページ,9295
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\9295_広島やきとり酒場\9295_広島やきとり酒場_納付情報登録依頼_20220310 143706.pdf,2ページ,9295
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\930_株式会社 齋藤商会\930_株式会社 齋藤商会_法人税及び地方法人税の確定申告について_20220317 114100.pdf,1ページ,930
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\930_株式会社 齋藤商会\930_株式会社 齋藤商会_消費税及び地方消費税の確定申告について_20220317 124917.pdf,1ページ,930
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\930_株式会社 齋藤商会\930_株式会社 齋藤商会_消費税及び地方消費税の確定申告について_20220317 124917.pdf,2ページ,930
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\931_株式会社 ｇｒｏｗ ｐｅｔａｌ\931_株式会社 ｇｒｏｗ ｐｅｔａｌ_法人税及び地方法人税の確定申告について_20220317 114004.pdf,1ページ,931
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\9438_樹建築\9438_樹建築_所得税及び復興特別所得税申告_20220309 231403.pdf,2ページ,9438
URL,ページ,コード
\\Sv05121a\e\電子ファイル\メッセージボックス\2022-3\eTAX\9445_ＭＯＲＩＫＥＮ\9445_ＭＯＲＩＫＥＮ_消費税及び地方消費税申告(一般・個人)_20220310 114126.pdf,2ページ,9445
URL,ページ,コード
